City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Kumo,NG,10.0447,11.2122,82.89,18,77,2.51,broken clouds
347,Plyussa,RU,58.4308,29.3654,30.47,99,100,3.71,snow
348,Kismayo,SO,-0.3582,42.5454,80.35,79,45,11.63,scattered clouds
349,Leningradskiy,RU,69.3833,178.4167,-32.15,92,7,3.71,clear sky
350,General Roca,AR,-39.0333,-67.5833,74.62,16,41,33.33,scattered clouds
351,Daru,PG,-9.0763,143.2092,77.2,90,82,8.95,broken clouds
352,Bilma,NE,18.6853,12.9164,72.68,9,7,9.42,clear sky
353,Richards Bay,ZA,-28.783,32.0377,74.91,92,98,3.62,light rain
354,Sakaiminato,JP,35.55,133.2333,44.58,87,75,18.41,broken clouds
355,Bukachacha,RU,52.9833,116.9167,0.16,95,100,1.21,overcast clouds
356,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,82,75,27.67,broken clouds
357,Roma,US,43.2128,-75.4557,43.86,65,20,1.01,few clouds
358,Yershichi,RU,53.6725,32.7542,32.85,94,100,8.1,overcast clouds
359,Grand Gaube,MU,-20.0064,57.6608,79.2,67,100,7.0,overcast clouds
360,Bafra,TR,41.5678,35.9069,60.82,48,30,8.68,scattered clouds
361,Padang,ID,-0.9492,100.3543,78.85,87,100,4.32,overcast clouds
362,Coolum Beach,AU,-26.5333,153.1,71.11,93,65,9.44,light rain
363,Severodvinsk,RU,64.5635,39.8302,10.51,92,99,9.46,overcast clouds
364,San Juan,AR,-31.5375,-68.5364,79.52,39,26,17.65,scattered clouds
365,Yanliang,CN,34.6592,109.2292,32.99,44,0,6.87,clear sky
366,Nizhniy Ingash,RU,56.2,96.53,12.74,93,100,8.21,overcast clouds
367,At-Bashi,KG,41.1702,75.8106,6.8,69,34,1.88,scattered clouds
368,Lukulu,ZM,-14.3707,23.242,86.0,23,95,3.51,overcast clouds
369,Bilibino,RU,68.0546,166.4372,-37.86,97,17,4.68,few clouds
370,Tilbury,GB,51.4625,0.3586,55.29,92,99,8.72,overcast clouds
371,Burnie,AU,-41.0667,145.9167,55.22,80,77,12.46,broken clouds
372,Andra,RU,62.5147,65.8878,13.87,96,99,5.97,overcast clouds
373,Ibadan,NG,7.3878,3.8964,89.35,25,55,1.43,broken clouds
374,Lebu,CL,-37.6167,-73.65,58.26,56,6,9.66,clear sky
375,Yabrud,SY,33.9674,36.6574,57.52,46,100,6.38,overcast clouds
376,Kawalu,ID,-7.3817,108.2082,73.44,97,100,1.36,overcast clouds
377,Akyab,MM,20.15,92.9,72.37,55,16,9.35,few clouds
378,Davenport,US,41.5236,-90.5776,45.64,48,1,11.99,clear sky
379,Rincon,US,32.296,-81.2354,59.86,82,75,9.22,broken clouds
380,Shenjiamen,CN,29.9576,122.298,52.25,63,98,19.39,overcast clouds
381,Glenwood Springs,US,39.5505,-107.3248,34.83,68,1,19.57,clear sky
382,Katangli,RU,51.7102,143.2326,15.49,98,98,5.55,overcast clouds
383,Lufilufi,WS,-13.8745,-171.5986,73.18,73,17,13.18,few clouds
384,Poum,NC,-20.2333,164.0167,77.85,83,100,15.46,overcast clouds
385,Cairns,AU,-16.9167,145.7667,80.55,86,40,8.05,scattered clouds
386,Sorong,ID,-0.8833,131.25,82.27,78,100,7.61,light rain
387,Banjar,ID,-8.19,114.9675,82.26,91,99,5.26,overcast clouds
388,Hobyo,SO,5.3505,48.5268,79.27,78,62,18.61,broken clouds
389,Ciudad Bolivar,VE,8.1222,-63.5497,77.86,80,100,8.3,overcast clouds
390,Ibateguara,BR,-8.9725,-35.9394,85.91,45,60,10.27,broken clouds
391,Waddan,LY,29.1614,16.139,56.16,47,0,8.84,clear sky
392,Honiara,SB,-9.4333,159.95,78.58,91,100,5.53,overcast clouds
393,Nabire,ID,-3.3667,135.4833,77.14,91,100,3.4,overcast clouds
394,Baykit,RU,61.67,96.37,-21.21,99,85,2.84,overcast clouds
395,Mastic Beach,US,40.7668,-72.8521,48.25,42,1,8.01,clear sky
396,Kidal,ML,18.4411,1.4078,82.04,9,44,5.7,scattered clouds
397,Lakshmeshwar,IN,15.1333,75.4667,74.14,62,91,8.52,overcast clouds
398,Galveston,US,29.3669,-94.9669,55.18,73,18,3.0,few clouds
399,Atasu,KZ,48.6814,71.6433,20.89,95,100,11.3,light snow
400,Alice Springs,AU,-23.7,133.8833,67.55,42,2,5.75,clear sky
401,Yaan,NG,7.3833,8.5667,90.01,15,56,4.65,broken clouds
402,Mount Isa,AU,-20.7333,139.5,67.77,28,0,0.0,clear sky
403,Rapid Valley,US,44.0625,-103.1463,48.04,46,20,4.0,few clouds
404,Borovoy,RU,55.4333,86.0833,4.28,78,40,6.71,light snow
405,Rio Gallegos,AR,-51.6226,-69.2181,57.25,41,75,28.77,broken clouds
406,Henties Bay,NA,-22.116,14.2845,64.85,76,1,11.41,clear sky
407,Yulara,AU,-25.2406,130.9889,69.64,78,90,4.61,overcast clouds
408,Sechura,PE,-5.5569,-80.8222,76.15,61,70,6.73,broken clouds
409,Sretensk,RU,52.2453,117.7093,4.95,97,100,1.01,light snow
410,Viedma,AR,-40.8135,-62.9967,75.67,20,68,16.84,broken clouds
411,Kavaratti,IN,10.5669,72.642,82.15,72,65,1.86,broken clouds
412,Seoul,KR,37.5683,126.9778,27.84,50,0,11.5,clear sky
413,Beidao,CN,34.5686,105.8933,30.96,72,3,3.11,clear sky
414,Jieshi,CN,22.8134,115.8257,63.43,76,48,13.49,scattered clouds
415,Santa Rosa,PH,14.3122,121.1114,79.11,81,100,14.61,overcast clouds
416,Moerai,PF,-22.4333,-151.3333,77.23,79,97,2.53,light rain
417,Savinskiy,RU,62.9342,40.1361,11.71,93,56,7.02,broken clouds
418,Tezu,IN,27.9167,96.1667,62.55,54,27,3.18,scattered clouds
419,Gayeri,BF,12.6497,0.4931,90.88,11,20,6.82,few clouds
420,Maragogi,BR,-9.0122,-35.2225,84.78,61,30,11.63,scattered clouds
421,Iqaluit,CA,63.7506,-68.5145,10.13,67,75,0.0,broken clouds
422,Haikou,CN,20.0458,110.3417,68.13,88,3,4.47,clear sky
423,Contamana,PE,-7.3333,-75.0167,92.57,44,45,10.04,scattered clouds
424,Powell River,CA,49.8496,-124.5361,39.2,93,75,5.75,broken clouds
425,Port Keats,AU,-14.25,129.55,84.13,78,26,12.24,scattered clouds
426,Opunake,NZ,-39.4556,173.8583,62.35,93,89,3.71,overcast clouds
427,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,20,8.05,few clouds
428,Rawson,AR,-43.3002,-65.1023,73.47,20,1,21.27,clear sky
429,Kropotkin,RU,45.4375,40.5756,41.76,70,100,18.54,overcast clouds
430,Imbituba,BR,-28.24,-48.6703,76.89,71,96,8.84,overcast clouds
431,Kambove,CD,-10.8764,26.5969,72.3,62,83,2.64,broken clouds
432,Tulum,MX,20.2167,-87.4667,82.92,67,14,7.16,few clouds
433,Japura,ID,-0.3167,102.35,73.87,99,99,1.66,overcast clouds
434,Jumla,NP,29.2747,82.1838,36.91,44,13,5.57,few clouds
435,Abu Samrah,SY,35.3029,37.1841,58.57,45,99,7.74,overcast clouds
436,Krasnogorsk,RU,55.8225,37.3181,26.65,93,90,4.47,mist
437,Racine,US,42.7495,-88.0751,44.42,54,0,8.01,clear sky
438,Sohag,EG,26.557,31.6948,73.69,26,100,6.93,overcast clouds
439,Berlevag,NO,70.8578,29.0864,26.6,91,100,14.72,snow
440,Duma,CN,34.7653,108.135,24.82,65,0,1.57,clear sky
441,Mandurah,AU,-32.55,115.7,63.21,53,22,15.75,few clouds
442,Timmins,CA,48.4669,-81.3331,28.22,80,75,16.11,broken clouds
443,Dukat,RU,62.55,155.55,-5.21,99,100,3.6,light snow
444,Mackay,AU,-21.15,149.2,78.78,73,75,13.8,broken clouds
445,Careiro Da Varzea,BR,-3.2003,-59.8119,86.63,85,99,6.04,overcast clouds
446,Arusha,TZ,-3.3667,36.6833,66.22,81,97,9.62,overcast clouds
447,Carmo Do Rio Claro,BR,-20.9719,-46.1189,81.84,61,55,5.82,broken clouds
448,Baragua,CU,21.6967,-78.6328,86.76,53,7,11.54,clear sky
449,Lahaina,US,20.8783,-156.6825,73.15,79,41,9.91,scattered clouds
450,Tungor,RU,53.3808,142.9564,26.87,96,100,20.18,snow
451,Palana,RU,59.1167,159.9667,18.39,74,100,13.33,overcast clouds
452,Xinpu,CN,34.5997,119.1594,33.01,45,1,7.0,clear sky
453,Salta,AR,-24.7859,-65.4117,89.58,41,20,3.0,few clouds
454,Suure-Jaani,EE,58.5361,25.4706,32.2,99,100,4.27,light snow
455,Mangaratiba,BR,-22.9597,-44.0406,97.66,72,96,5.86,light rain
456,Bowen,AU,-20.0167,148.2333,73.62,71,68,13.2,broken clouds
457,Salalah,OM,17.0151,54.0924,74.98,42,0,11.07,clear sky
458,Kamaishi,JP,39.2667,141.8833,39.74,68,77,17.92,broken clouds
459,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,78,77,16.84,broken clouds
460,Talaya,RU,61.3833,152.75,-8.41,99,100,6.58,light snow
461,Batemans Bay,AU,-35.7167,150.1833,57.9,94,23,3.69,few clouds
462,Narasannapeta,IN,18.4167,84.05,72.27,77,41,8.9,scattered clouds
463,Kruisfontein,ZA,-34.0033,24.7314,71.89,79,100,10.85,overcast clouds
464,Praia,CV,14.9215,-23.5087,82.94,54,40,12.66,scattered clouds
465,Xuddur,SO,4.1213,43.8894,84.04,37,83,9.66,broken clouds
466,Nakambala,ZM,-15.8324,27.7799,87.48,22,74,7.34,broken clouds
467,Hongjiang,CN,27.11,109.9956,47.97,89,89,2.08,overcast clouds
468,Newport,GB,51.5877,-2.9984,55.44,80,100,16.67,overcast clouds
469,Tommot,RU,58.9564,126.2925,-28.01,99,86,2.13,overcast clouds
470,Tucuman,AR,-26.8241,-65.2226,89.6,51,20,3.44,few clouds
471,Oktyabrskoye,RU,43.0645,44.7417,28.54,100,90,8.95,mist
472,Oranjestad,AW,12.524,-70.027,83.91,78,75,5.99,broken clouds
473,Casablanca,MA,33.5928,-7.6192,68.22,67,20,8.99,few clouds
474,Boysun,UZ,38.2061,67.1986,37.17,59,67,1.61,broken clouds
475,Gizo,SB,-8.103,156.8419,81.91,80,98,7.72,moderate rain
476,Vardo,NO,70.3705,31.1107,26.8,93,75,11.5,light snow
477,Ambanja,MG,-13.6833,48.45,76.78,85,89,1.05,light rain
478,Ulladulla,AU,-35.35,150.4667,56.3,88,60,5.21,broken clouds
479,Itaituba,BR,-4.2761,-55.9836,87.96,70,40,11.5,scattered clouds
480,Gwadar,PK,25.1216,62.3254,72.75,54,58,7.7,broken clouds
481,Takaka,NZ,-40.85,172.8,59.97,91,100,3.85,overcast clouds
482,Cockburn Town,TC,21.4612,-71.1419,80.06,72,1,17.0,clear sky
483,Inhambane,MZ,-23.865,35.3833,80.06,87,22,14.34,few clouds
484,Pundaguitan,PH,6.3711,126.1689,82.8,76,97,8.86,overcast clouds
485,Ternate,ID,0.8,127.4,81.79,81,92,10.87,overcast clouds
486,Vila,PT,42.0304,-8.1588,51.33,77,77,2.77,broken clouds
487,Adre,TD,13.4667,22.2,79.43,18,94,7.54,overcast clouds
488,Cayenne,GF,4.9333,-52.3333,82.44,86,75,1.99,broken clouds
489,Inuvik,CA,68.3499,-133.7218,0.36,81,90,16.11,light snow
490,Nantucket,US,41.2835,-70.0995,46.96,50,100,24.52,overcast clouds
491,Dunedin,NZ,-45.8742,170.5036,52.81,84,94,3.0,overcast clouds
492,Vestmanna,FO,62.1564,-7.1664,41.92,81,75,13.8,broken clouds
493,Manaus,BR,-3.1019,-60.025,86.5,79,75,4.61,broken clouds
494,Aksarka,RU,66.5606,67.7975,-1.59,99,96,1.5,overcast clouds
495,Hovd,MN,48.0056,91.6419,6.33,58,6,6.06,clear sky
496,Port-Gentil,GA,-0.7193,8.7815,84.16,74,40,3.44,scattered clouds
497,Sarangani,PH,5.4033,125.4636,83.86,73,54,14.36,broken clouds
498,Adet,ET,11.2644,37.4888,59.31,30,10,6.15,clear sky
499,Qostanay,KZ,53.1667,63.5833,4.86,92,14,5.75,few clouds
500,Prainha,BR,-1.8,-53.48,88.41,56,100,3.71,overcast clouds
501,Komsomolskiy,UZ,40.4272,71.7189,36.32,55,22,4.61,haze
502,Zunyi,CN,27.6867,106.9072,44.56,91,100,3.24,overcast clouds
503,Marzuq,YE,14.4,46.4667,61.2,37,0,3.91,clear sky
504,Bouna,CI,9.2667,-3.0,95.13,12,52,6.24,broken clouds
505,Kloulklubed,PW,7.0419,134.2556,79.3,79,100,11.05,overcast clouds
506,Garzon,CO,2.1959,-75.6278,76.82,78,98,5.59,overcast clouds
507,Anito,PH,12.4497,125.2886,78.06,91,99,14.5,light rain
508,Sao Filipe,CV,14.8961,-24.4956,76.03,68,32,12.03,scattered clouds
509,Lodwar,KE,3.1191,35.5973,86.02,36,99,21.0,overcast clouds
510,Angoche,MZ,-16.2325,39.9086,81.48,76,2,15.43,clear sky
511,Ahuimanu,US,21.4447,-157.8378,73.85,77,75,4.61,broken clouds
512,Nouadhibou,MR,20.931,-17.0347,75.18,53,90,10.36,overcast clouds
513,Nome,US,64.5011,-165.4064,-23.26,95,5,5.93,clear sky
514,Surt,LY,31.2089,16.5887,60.37,45,7,11.81,clear sky
515,Olafsvik,IS,64.8945,-23.7142,40.8,95,100,19.82,overcast clouds
516,Roebourne,AU,-20.7833,117.1333,91.71,21,1,13.65,clear sky
517,La Peca,PE,-5.6111,-78.435,85.28,47,25,2.62,light rain
518,Ankazobe,MG,-18.3167,47.1167,66.61,72,83,13.82,broken clouds
519,Sucre,BO,-19.0333,-65.2627,73.15,26,27,6.93,scattered clouds
520,Kahului,US,20.8947,-156.47,70.97,95,42,12.59,scattered clouds
521,Yantal,RU,56.8471,105.2542,7.16,96,100,4.97,overcast clouds
522,Vyshhorod,UA,50.5848,30.4898,36.1,1,100,10.16,overcast clouds
523,Laurel,US,39.0993,-76.8483,48.96,43,0,8.01,clear sky
524,Novoanninskiy,RU,50.5287,42.6747,21.56,86,10,10.85,clear sky
525,San Francisco Del Mar,MX,16.2333,-94.65,82.17,64,3,30.62,clear sky
526,Northam,GB,51.0333,-4.2167,55.02,82,95,17.85,overcast clouds
527,Borazjan,IR,29.2666,51.2159,69.13,46,13,1.63,few clouds
528,Antofagasta,CL,-23.65,-70.4,67.28,65,8,9.24,clear sky
529,Banda Aceh,ID,5.5577,95.3222,79.43,78,18,11.18,few clouds
530,Puga,MX,21.5833,-104.8167,78.76,31,91,1.12,overcast clouds
531,Mandera,KE,3.9366,41.867,92.19,28,73,7.31,broken clouds
532,Safranbolu,TR,41.2508,32.6942,48.36,66,16,3.94,few clouds
533,Egvekinot,RU,66.3167,-179.1667,-24.25,87,16,6.15,few clouds
534,Kampene,CD,-3.6,26.6667,72.32,92,99,0.98,light rain
535,Coruripe,BR,-10.1256,-36.1756,85.69,56,42,14.52,scattered clouds
536,Constantine,DZ,36.365,6.6147,47.61,61,75,12.66,broken clouds
537,Batagay-Alyta,RU,67.8006,130.4114,-27.42,99,99,2.48,overcast clouds
538,Nyurba,RU,63.2842,118.3319,-24.92,97,100,5.73,overcast clouds
539,Galesong,ID,-5.3166,119.3661,75.22,82,91,6.87,overcast clouds
540,Morvi,IN,22.8167,70.8333,79.05,42,0,8.86,clear sky
541,Dire,ML,12.2833,-10.9667,96.46,11,90,0.45,overcast clouds
542,Harbour Breton,CA,47.4833,-55.7983,53.01,96,100,37.58,overcast clouds
543,Yarada,IN,17.65,83.2667,77.32,78,40,2.3,haze
544,Nola,IT,40.922,14.5329,49.93,57,53,8.01,broken clouds
545,Manokwari,ID,-0.8667,134.0833,79.79,82,100,8.25,moderate rain
546,Naze,JP,28.3667,129.4833,62.65,68,43,17.87,scattered clouds
547,Zapolyarnyy,RU,69.4154,30.8136,24.08,92,100,13.42,overcast clouds
548,Kisaran,ID,2.9845,99.6158,73.72,97,92,4.07,overcast clouds
549,Tarauaca,BR,-8.1614,-70.7656,84.38,77,85,5.93,overcast clouds
550,Perth,AU,-31.9333,115.8333,64.09,61,0,6.91,clear sky
551,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,46,40,32.21,moderate rain
552,Honningsvag,NO,70.9821,25.9704,29.95,86,90,17.27,light snow
553,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,92,14.36,overcast clouds
554,Abu Dhabi,AE,24.4667,54.3667,75.31,60,40,9.22,scattered clouds
555,Davidson,US,36.1501,-86.7833,47.12,56,1,5.99,clear sky
556,Priargunsk,RU,50.3691,119.1012,5.76,95,100,6.6,light snow
557,Buraydah,SA,26.326,43.975,63.05,31,82,9.19,broken clouds
558,Puro,PH,12.4841,123.3827,78.04,90,99,16.42,overcast clouds
559,Dosso,NE,13.049,3.1937,86.31,12,95,7.31,overcast clouds
560,Almeirim,BR,-1.5233,-52.5817,90.28,52,98,7.29,overcast clouds
561,Dali,CN,25.7,100.1833,47.1,74,2,2.86,clear sky
562,Palmer,US,42.1584,-72.3287,45.28,47,39,4.0,scattered clouds
563,Cap Malheureux,MU,-19.9842,57.6142,79.29,67,100,7.0,overcast clouds
564,Gisborne,NZ,-38.6533,178.0042,58.95,94,100,5.99,overcast clouds
565,Buarcos,PT,40.166,-8.8768,66.56,82,25,5.1,scattered clouds
566,Lincoln,US,40.8,-96.667,45.66,47,5,7.0,clear sky
567,Hervey Bay,AU,-25.2986,152.8535,73.02,81,13,3.0,few clouds
568,Mahina,PF,-17.5065,-149.489,80.37,74,20,2.3,light rain
569,Starogard Gdanski,PL,53.964,18.5264,30.67,98,88,6.15,overcast clouds
570,Jinchang,CN,38.4953,102.1739,23.32,41,0,2.42,clear sky
571,Union,US,40.6334,-74.2663,48.74,40,1,20.71,clear sky
572,Road Town,VG,18.4167,-64.6167,80.01,88,40,10.36,scattered clouds
573,Sisimiut,GL,66.9395,-53.6735,16.81,90,90,7.76,overcast clouds
574,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,88,75,5.01,broken clouds
575,Bardiyah,LY,31.7561,25.0865,63.48,36,73,6.6,broken clouds
576,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,64,75,17.9,broken clouds
577,Gerede,TR,40.8008,32.1969,41.04,66,9,7.14,clear sky
578,Taloqan,AF,36.7361,69.5345,41.5,51,30,1.21,scattered clouds
579,Belaya Gora,RU,68.5333,146.4167,-46.55,99,97,0.65,overcast clouds
580,Mayumba,GA,-3.432,10.6554,76.03,89,99,3.02,overcast clouds
581,Bilecik,TR,40.0,30.1667,47.82,63,87,8.03,overcast clouds
582,Baoma,CN,31.4859,106.1128,47.98,80,75,2.75,broken clouds
583,Cardross,GB,55.9667,-4.6333,52.83,94,90,5.75,overcast clouds
584,Caucaia,BR,-3.7361,-38.6531,91.08,67,40,20.71,scattered clouds
585,Zhob,PK,31.3411,69.4481,45.37,31,0,1.5,clear sky
586,Ukiah,US,39.1502,-123.2078,52.03,95,90,6.91,mist
587,Lhokseumawe,ID,5.1801,97.1507,76.59,83,44,4.34,scattered clouds
588,Bluefields,NI,12.0137,-83.7635,80.29,81,17,8.05,few clouds
589,Bayshore Gardens,US,27.4253,-82.5904,83.05,64,1,9.22,clear sky
590,Smidovich,RU,48.6,133.8167,9.39,86,100,11.81,overcast clouds
591,Bridgetown,BB,13.1,-59.6167,81.21,77,92,18.07,overcast clouds
592,Tigzirt,DZ,36.8886,4.1198,54.97,64,6,4.29,clear sky
593,Uruzgan,AF,32.8333,66.0,37.56,31,0,3.22,clear sky
594,Gbarnga,LR,6.9956,-9.4722,91.58,39,16,1.79,few clouds
595,Parsons,US,37.3403,-95.2611,47.16,34,0,19.28,clear sky
596,Kemin,KG,42.7846,75.6892,29.44,56,38,7.63,scattered clouds
597,Namibe,AO,-15.1961,12.1522,72.95,72,10,8.95,clear sky
598,Portland,US,45.5234,-122.6762,42.24,93,100,4.0,overcast clouds
599,Amboasary,MG,-25.0333,46.3833,77.94,70,56,9.95,broken clouds
600,San Andres,CO,12.5847,-81.7006,81.19,77,7,16.71,clear sky
601,Bridlington,GB,54.0831,-0.1919,55.29,93,42,13.96,scattered clouds
602,Mati,PH,6.9551,126.2166,76.28,91,90,3.65,overcast clouds
603,Tamandare,BR,-8.7597,-35.1047,85.19,59,6,10.56,clear sky
604,Paignton,GB,50.4357,-3.5679,56.35,88,100,11.01,overcast clouds
605,Lyubytino,RU,58.8122,33.3922,26.29,96,98,6.87,overcast clouds
606,Foumbot,CM,5.5079,10.6356,77.41,30,73,1.14,broken clouds
607,Sibu,MY,2.3,111.8167,74.77,98,100,4.9,overcast clouds
608,Salamanca,ES,40.8333,-6.0,50.0,76,13,2.06,few clouds
609,Vila Velha,BR,-20.3297,-40.2925,87.94,70,97,11.99,overcast clouds
610,Ballangen,NO,68.3428,16.8315,34.11,74,75,2.3,broken clouds
611,Ojinaga,MX,29.5667,-104.4167,59.58,35,1,0.0,clear sky
612,Isagarh,IN,24.8333,77.8833,55.92,47,16,6.29,few clouds
613,Abapo,BO,-18.8333,-63.4667,91.13,39,100,6.85,overcast clouds
614,Diphu,IN,25.8333,93.4333,57.94,91,1,1.12,clear sky
615,Jatai,BR,-17.8814,-51.7144,86.45,49,100,5.26,overcast clouds
616,Ola,RU,59.5833,151.2833,14.97,93,100,9.57,light snow
617,Luderitz,NA,-26.6481,15.1594,67.08,70,0,17.22,clear sky
618,Deputatskiy,RU,69.3,139.9,-26.5,98,98,1.48,overcast clouds
619,Meulaboh,ID,4.1363,96.1285,77.11,90,94,4.85,overcast clouds
620,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,69,90,36.82,overcast clouds
621,Cootamundra,AU,-34.65,148.0333,55.94,83,0,6.35,clear sky
622,Quthing,LS,-30.4,27.7003,73.27,47,84,4.63,broken clouds
623,Grand Baie,MU,-20.0182,57.5802,79.27,67,100,7.0,overcast clouds
624,Inirida,CO,3.8653,-67.9239,85.28,74,64,1.61,broken clouds
625,Vallenar,CL,-28.5708,-70.7581,81.86,18,0,13.27,clear sky
626,Lake Havasu City,US,34.4839,-114.3224,51.1,42,1,0.0,clear sky
627,Launceston,AU,-41.45,147.1667,53.24,76,90,4.61,overcast clouds
628,Baruun-Urt,MN,46.6806,113.2792,13.05,59,6,22.77,clear sky
629,Junin,AR,-34.5838,-60.9433,70.92,81,100,11.5,overcast clouds
630,Pangkalanbuun,ID,-2.6833,111.6167,74.88,98,100,2.75,overcast clouds
631,Paamiut,GL,61.994,-49.6678,11.7,83,54,9.13,broken clouds
632,Abiramam,IN,9.4667,78.45,76.77,82,92,9.89,overcast clouds
633,Santiago,CL,-33.4569,-70.6483,67.44,52,75,5.75,broken clouds
634,Esna,EG,25.2934,32.554,77.23,41,100,8.52,overcast clouds
635,Chaiyaphum,TH,15.75,102.0,73.67,60,86,13.4,overcast clouds
636,Caxito,AO,-8.5785,13.6643,79.65,85,67,5.91,light rain
637,Tagbac,PH,7.089,125.1567,71.06,93,88,1.81,overcast clouds
638,Pitanga,BR,-24.7572,-51.7614,79.38,36,100,3.29,overcast clouds
639,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.97,95,100,0.92,overcast clouds
640,Kharp,RU,66.8014,65.8081,-0.51,98,32,5.19,scattered clouds
641,Avdon,RU,54.6667,55.7167,4.32,84,0,6.71,clear sky
642,Luang Prabang,LA,19.8856,102.1347,64.22,81,48,2.26,scattered clouds
643,Palma Del Rio,ES,37.7002,-5.2812,68.32,49,0,5.86,clear sky
644,Tiarei,PF,-17.5333,-149.3333,80.62,77,36,8.3,light rain
645,Carutapera,BR,-1.195,-46.02,89.15,55,40,11.05,scattered clouds
646,Awbari,LY,26.5921,12.7805,58.06,36,0,8.32,clear sky
647,Kwekwe,ZW,-18.9281,29.8149,83.73,40,95,4.97,overcast clouds
648,Waipawa,NZ,-41.4122,175.5153,54.23,95,100,6.38,overcast clouds
649,Omagh,GB,54.6,-7.3,56.39,88,100,17.36,overcast clouds
650,Boca Do Acre,BR,-8.7522,-67.3978,82.42,85,98,5.32,overcast clouds
651,Monroe,US,43.1501,-77.6831,44.58,56,2,7.0,clear sky
652,Uarini,BR,-2.99,-65.1083,82.26,87,97,4.38,overcast clouds
653,Aranos,NA,-24.1333,19.1167,90.0,18,49,10.31,light rain
654,Koshurnikovo,RU,54.1667,93.3,16.07,97,100,2.17,snow
655,Raga,SS,8.4596,25.678,84.38,22,83,4.43,broken clouds
656,Murgab,TM,37.4966,61.9714,49.51,60,81,5.7,broken clouds
657,Carauari,BR,-4.8828,-66.8958,84.96,72,100,5.06,overcast clouds
658,Karasjok,NO,69.4719,25.5112,26.71,94,99,10.18,light snow
659,Flin Flon,CA,54.7682,-101.865,10.11,92,68,4.36,broken clouds
660,Yarkovo,RU,57.4028,67.0786,13.01,89,28,7.43,scattered clouds
661,Saint-Ambroise,CA,48.5501,-71.3324,32.58,74,81,16.24,broken clouds
662,Pointe Michel,DM,15.25,-61.3833,81.54,72,47,12.28,scattered clouds
663,Emba,KZ,48.8264,58.1442,14.4,78,3,17.69,clear sky
664,Omboue,GA,-1.5746,9.2618,76.86,90,100,3.53,overcast clouds
665,Yeppoon,AU,-23.1333,150.7333,73.18,73,7,14.88,clear sky
666,Shakawe,BW,-18.3667,21.85,75.36,61,100,5.86,overcast clouds
667,Conde,BR,-7.2597,-34.9075,85.66,57,5,14.32,clear sky
668,Beloha,MG,-25.1667,45.05,76.71,74,72,11.5,broken clouds
669,Gold Coast,AU,-28.0,153.4333,69.39,85,5,5.99,clear sky
670,Ixtapa,MX,20.7,-105.2,80.22,60,82,1.99,broken clouds
671,Pokhara,NP,28.2333,83.9833,53.2,51,44,4.74,scattered clouds
672,Kudat,MY,6.8837,116.8477,78.51,88,100,7.43,overcast clouds
673,Garoua,CM,9.3,13.4,87.84,15,15,5.82,few clouds
674,Butterworth,MY,5.3991,100.3638,82.99,80,40,4.61,scattered clouds
675,Del Rio,US,29.3627,-100.8968,56.23,31,0,10.0,clear sky
676,Maridi,SS,4.9158,29.4742,81.93,23,100,4.94,overcast clouds
677,Sambava,MG,-14.2667,50.1667,76.87,83,100,8.28,light rain
678,Baijiantan,CN,45.6333,85.1833,16.52,78,100,3.47,overcast clouds
679,Ampanihy,MG,-24.7,44.75,81.25,54,90,9.64,overcast clouds
680,Moree,AU,-29.4667,149.85,67.6,62,0,7.61,clear sky
681,Onufriyivka,UA,48.9072,33.4487,40.59,70,100,13.24,overcast clouds
682,Weihe,CN,32.9952,105.3247,33.62,82,81,2.98,broken clouds
683,Dubti,ET,11.7361,41.0853,79.25,48,21,10.13,few clouds
684,Zakamensk,RU,50.3741,103.2863,2.01,89,97,3.87,overcast clouds
685,Krasnoselkup,RU,65.7,82.4667,-12.91,90,100,6.78,overcast clouds
686,Moyale,KE,3.5167,39.0584,71.04,49,89,9.64,overcast clouds
687,Tiradentes,BR,-21.1103,-44.1781,79.39,66,90,7.63,overcast clouds
688,Komatsu,JP,36.4026,136.4509,45.21,84,100,14.65,overcast clouds
689,Kaiyuan,CN,23.6977,103.3037,48.43,84,100,4.05,overcast clouds
690,Nishihara,JP,26.1842,127.7558,69.08,61,75,18.41,broken clouds
691,Mundo Nuevo,MX,18.7,-95.5,73.31,82,77,23.06,broken clouds
692,Zahirabad,IN,17.6833,77.6167,66.94,60,60,7.11,broken clouds
693,Sweetwater,US,25.7634,-80.3731,86.02,70,40,3.0,scattered clouds
694,Lima,PE,-12.0432,-77.0282,71.24,72,56,9.48,broken clouds
695,Gigmoto,PH,13.7796,124.39,78.69,88,99,16.08,overcast clouds
696,Talcahuano,CL,-36.7167,-73.1167,62.28,48,20,13.8,few clouds
697,Gilgit,PK,35.9221,74.3087,34.83,37,65,2.33,broken clouds
