City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kajaani,FI,2021-12-10 16:22:10,64.2273,27.7285,17.65,86,0,8.05
297,Port Lincoln,AU,2021-12-10 16:19:25,-34.7333,135.8667,57.13,78,86,13.58
298,Nianzishan,CN,2021-12-10 16:22:10,47.5167,122.8833,17.17,74,77,1.92
299,Namibe,AO,2021-12-10 16:22:11,-15.1961,12.1522,75.06,63,29,15.66
300,Noumea,NC,2021-12-10 16:22:11,-22.2763,166.4572,82.99,99,86,8.41
301,Springdale,US,2021-12-10 16:19:16,36.1867,-94.1288,69.53,91,75,13.0
302,Aberdeen,GB,2021-12-10 16:17:23,57.1437,-2.0981,37.89,85,9,9.22
303,Svetlaya,RU,2021-12-10 16:22:12,46.5389,138.3297,35.04,77,100,3.11
304,Pallasovka,RU,2021-12-10 16:22:12,50.05,46.8833,30.65,91,99,13.78
305,Pajic Polje,BA,2021-12-10 16:22:12,43.9758,17.5275,32.47,97,97,5.06
306,Bengkulu,ID,2021-12-10 16:22:13,-3.8004,102.2655,74.79,91,99,3.65
307,Boromo,BF,2021-12-10 16:22:13,11.75,-2.9333,95.31,5,39,8.34
308,Coihaique,CL,2021-12-10 16:22:02,-45.5752,-72.0662,75.15,31,20,8.05
309,Port-Gentil,GA,2021-12-10 16:22:14,-0.7193,8.7815,81.79,74,37,4.94
310,Goreloye,RU,2021-12-10 16:22:14,52.937,41.5043,25.2,61,9,7.0
311,Komsomolskiy,UZ,2021-12-10 16:22:14,40.4272,71.7189,38.62,69,46,2.3
312,Merauke,ID,2021-12-10 16:22:15,-8.4667,140.3333,80.67,83,97,10.92
313,Bereda,ES,2021-12-10 16:22:15,43.2686,-7.5406,53.42,89,72,4.34
314,Krutinka,RU,2021-12-10 16:22:15,56.0055,71.5113,16.95,75,100,12.68
315,Yuci,CN,2021-12-10 16:22:16,37.6803,112.7319,33.55,69,100,4.47
316,Ascension,US,2021-12-10 16:22:17,30.2169,-90.9001,80.11,85,90,17.27
317,Geraldton,AU,2021-12-10 16:22:17,-28.7667,114.6,67.12,82,10,5.75
318,Joshimath,IN,2021-12-10 16:22:18,30.5667,79.5667,36.14,31,0,10.96
319,Leh,IN,2021-12-10 16:22:18,34.1667,77.5833,7.16,61,1,4.88
320,Sao Joao Da Barra,BR,2021-12-10 16:22:18,-21.6403,-41.0511,82.49,73,18,7.34
321,Ranghulu,CN,2021-12-10 16:23:19,46.65,124.8667,10.87,94,30,2.84
322,Verkhnevilyuysk,RU,2021-12-10 16:23:19,63.4453,120.3167,-4.74,96,100,5.28
323,Evensk,RU,2021-12-10 16:23:20,61.95,159.2333,-21.39,81,99,6.13
324,Havelock,US,2021-12-10 16:23:20,34.8791,-76.9013,69.98,79,75,5.99
325,Nihommatsu,JP,2021-12-10 16:22:11,37.5833,140.4333,33.37,89,41,2.3
326,Grand-Lahou,CI,2021-12-10 16:23:20,5.1367,-5.0242,84.56,68,48,10.18
327,Saint Anthony,US,2021-12-10 16:23:21,45.0205,-93.218,30.25,82,90,1.01
328,Linjiang,CN,2021-12-10 16:23:21,41.8069,126.9078,23.47,94,94,1.07
329,Samarinda,ID,2021-12-10 16:23:22,-0.5,117.15,74.46,98,99,1.03
330,Iqaluit,CA,2021-12-10 16:23:22,63.7506,-68.5145,4.73,66,75,13.8
331,Gazojak,TM,2021-12-10 16:23:22,41.1875,61.4036,48.7,49,73,11.43
332,Marsh Harbour,BS,2021-12-10 16:23:23,26.5412,-77.0636,76.55,74,0,5.12
333,Margate,GB,2021-12-10 16:21:35,51.3813,1.3862,43.7,75,88,8.01
334,Lasa,IT,2021-12-10 16:23:23,46.6166,10.7002,29.28,93,100,1.05
335,Channel-Port Aux Basques,CA,2021-12-10 16:23:23,47.5702,-59.1367,28.0,58,66,15.57
336,Ignatovka,RU,2021-12-10 16:23:24,53.9479,47.6536,19.81,69,26,13.69
337,Marau,BR,2021-12-10 16:23:24,-28.4492,-52.2,85.28,27,8,5.21
338,Taltal,CL,2021-12-10 16:23:24,-25.4,-70.4833,65.07,72,25,6.31
339,Santa Barbara,US,2021-12-10 16:20:50,34.7333,-120.0343,47.44,78,100,6.4
340,Mutis,CO,2021-12-10 16:23:25,6.2262,-77.4044,81.25,82,63,3.13
341,Sitka,US,2021-12-10 16:23:25,57.0531,-135.33,39.09,75,90,14.97
342,Saltillo,MX,2021-12-10 16:23:13,25.4167,-101.0,73.13,40,75,0.0
343,Clyde River,CA,2021-12-10 16:23:25,70.4692,-68.5914,-16.37,83,40,4.61
344,Starachowice,PL,2021-12-10 16:23:26,51.0374,21.0713,34.48,99,100,2.59
345,Copiapo,CL,2021-12-10 16:22:23,-27.3667,-70.3333,60.49,40,19,7.94
346,Goderich,CA,2021-12-10 16:23:26,43.7501,-81.7165,39.9,81,91,5.75
347,Kangaatsiaq,GL,2021-12-10 16:23:26,68.3065,-53.4641,20.53,77,44,15.1
348,Hokitika,NZ,2021-12-10 16:23:27,-42.7167,170.9667,60.31,94,100,5.32
349,Puteyets,RU,2021-12-10 16:23:27,65.1716,57.091,5.52,97,100,4.14
350,Severo-Yeniseyskiy,RU,2021-12-10 16:23:27,60.3725,93.0408,-14.53,100,76,4.45
351,Chernyshkovskiy,RU,2021-12-10 16:23:28,48.4219,42.2308,34.97,91,87,7.52
352,Tautira,PF,2021-12-10 16:23:28,-17.7333,-149.15,75.22,64,89,14.05
353,Maymyo,MM,2021-12-10 16:23:28,22.0333,96.4667,59.97,90,0,0.78
354,Dryden,CA,2021-12-10 16:23:29,49.7833,-92.7503,16.09,86,1,12.66
355,Kedrovyy,RU,2021-12-10 16:23:29,56.1667,91.8167,7.21,94,100,9.1
356,Toamasina,MG,2021-12-10 16:23:29,-18.1667,49.3833,78.8,78,40,3.44
357,Tambopata,PE,2021-12-10 16:23:30,-12.7333,-69.1833,85.89,66,40,3.44
358,Serik,TR,2021-12-10 16:23:30,36.9169,31.0989,61.75,82,98,9.37
359,Santo Tomas,PH,2021-12-10 16:23:30,14.1079,121.1414,77.58,80,46,9.8
360,Kosa,RU,2021-12-10 16:23:31,59.9445,54.9977,-5.84,99,23,5.28
361,Noyabrsk,RU,2021-12-10 16:23:31,63.1994,75.4507,17.78,92,100,19.51
362,Dingle,PH,2021-12-10 16:23:31,10.9995,122.6711,76.08,94,100,9.86
363,Namtsy,RU,2021-12-10 16:23:31,62.7161,129.6658,-25.49,99,100,3.58
364,Trairi,BR,2021-12-10 16:18:55,-3.2778,-39.2689,87.87,57,99,13.78
365,Bheramara,BD,2021-12-10 16:23:32,24.0232,88.9925,71.56,47,24,5.32
366,Fare,PF,2021-12-10 16:23:32,-16.7,-151.0167,80.83,65,70,14.81
367,Camaqua,BR,2021-12-10 16:23:33,-30.8511,-51.8122,78.73,36,40,9.66
368,Concepcion Del Uruguay,AR,2021-12-10 16:23:33,-32.4825,-58.2372,81.99,48,98,3.0
369,Luderitz,NA,2021-12-10 16:24:34,-26.6481,15.1594,68.86,66,0,16.04
370,Meulaboh,ID,2021-12-10 16:24:34,4.1363,96.1285,78.03,84,91,3.51
371,Beaufort,MY,2021-12-10 16:24:35,5.3473,115.7455,78.96,91,100,1.99
372,Vaitape,PF,2021-12-10 16:24:35,-16.5167,-151.75,80.85,68,88,15.97
373,Richards Bay,ZA,2021-12-10 16:24:36,-28.783,32.0377,79.59,78,33,13.53
374,Stephenville,US,2021-12-10 16:24:36,32.2207,-98.2023,75.54,76,40,13.8
375,Lata,PT,2021-12-10 16:24:36,40.1629,-8.3327,59.04,92,99,7.65
376,Comodoro Rivadavia,AR,2021-12-10 16:24:37,-45.8667,-67.5,62.46,72,20,10.36
377,Sept-Iles,CA,2021-12-10 16:24:37,50.2001,-66.3821,13.05,69,75,1.99
378,Mount Gambier,AU,2021-12-10 16:24:37,-37.8333,140.7667,53.51,71,90,11.5
379,Gladstone,AU,2021-12-10 16:24:38,-23.85,151.25,75.13,83,0,5.75
380,Half Moon Bay,US,2021-12-10 16:24:38,37.4636,-122.4286,48.31,85,1,0.0
381,Morros,BR,2021-12-10 16:24:38,-9.4467,-46.3003,81.23,73,72,4.12
382,Nome,US,2021-12-10 16:24:39,64.5011,-165.4064,-14.22,94,31,7.31
383,Kloulklubed,PW,2021-12-10 16:24:39,7.0419,134.2556,79.3,76,92,6.58
384,Iskateley,RU,2021-12-10 16:24:39,67.6803,53.1512,21.58,91,98,13.65
385,Abay,KZ,2021-12-10 16:24:40,49.6311,72.8539,7.18,67,6,7.63
386,Igarka,RU,2021-12-10 16:24:40,67.4667,86.5833,-22.72,97,97,7.14
387,General Roca,AR,2021-12-10 16:24:40,-39.0333,-67.5833,82.8,26,0,8.52
388,Quime,BO,2021-12-10 16:24:41,-16.9833,-67.2167,58.86,75,99,6.85
389,Inhambane,MZ,2021-12-10 16:24:41,-23.865,35.3833,79.79,80,100,11.01
390,Itarema,BR,2021-12-10 16:24:41,-2.9248,-39.9167,87.22,58,98,16.08
391,Ndende,GA,2021-12-10 16:24:42,-2.4008,11.3581,80.06,90,90,3.31
392,Ankara,TR,2021-12-10 16:21:24,39.9199,32.8543,48.2,68,0,0.0
393,Mount Pleasant,US,2021-12-10 16:21:17,32.7941,-79.8626,60.19,83,20,1.01
394,Vestmannaeyjar,IS,2021-12-10 16:24:42,63.4427,-20.2734,36.59,87,0,9.22
395,Asilah,MA,2021-12-10 16:24:42,35.465,-6.0348,62.46,74,61,9.22
396,Manta,EC,2021-12-10 16:24:43,-0.95,-80.7333,78.58,83,75,5.75
397,Goundam,ML,2021-12-10 16:24:43,16.4145,-3.6708,87.73,5,75,12.64
398,Taybad,IR,2021-12-10 16:24:43,34.74,60.7756,53.65,25,0,5.35
399,Haines Junction,CA,2021-12-10 16:24:44,60.7522,-137.5108,8.55,85,99,2.3
400,Mahanoro,MG,2021-12-10 16:24:44,-19.9,48.8,78.78,76,82,8.43
401,Korla,CN,2021-12-10 16:24:44,41.7597,86.1469,25.27,56,1,4.27
402,Safita,SY,2021-12-10 16:24:45,34.8205,36.1153,57.83,56,33,13.47
403,Cobija,BO,2021-12-10 16:24:45,-11.0267,-68.7692,84.38,79,75,2.3
404,Muravlenko,RU,2021-12-10 16:24:46,63.7898,74.523,17.51,93,100,16.89
405,Port Augusta,AU,2021-12-10 16:24:46,-32.5,137.7667,57.34,58,3,6.69
406,Hamilton,US,2021-12-10 16:24:17,39.1834,-84.5333,57.04,85,90,1.99
407,Orange,US,2021-12-10 16:22:04,33.7,-117.7675,54.75,85,99,1.99
408,Maceio,BR,2021-12-10 16:24:46,-9.6658,-35.7353,89.04,62,75,19.57
409,Kropachevo,RU,2021-12-10 16:24:47,55.0112,57.9896,17.19,88,100,4.68
410,Ritchie,ZA,2021-12-10 16:24:47,-29.038,24.6028,79.81,75,87,12.44
411,Moerai,PF,2021-12-10 16:25:47,-22.4333,-151.3333,78.08,81,100,8.34
412,Chara,RU,2021-12-10 16:25:48,56.9064,118.2631,-6.11,92,100,0.45
413,Narasannapeta,IN,2021-12-10 16:25:48,18.4167,84.05,73.36,86,0,6.98
414,Tres Arroyos,AR,2021-12-10 16:25:48,-38.3739,-60.2798,75.87,47,94,9.1
415,Bud,US,2021-12-10 16:25:49,39.447,-86.1758,55.42,95,54,6.85
416,Filimonovo,RU,2021-12-10 16:25:49,56.2011,95.4611,6.49,86,100,12.91
417,Mersing,MY,2021-12-10 16:25:49,2.4312,103.8405,80.51,83,100,8.05
418,Upata,VE,2021-12-10 16:25:50,8.0086,-62.3989,78.19,62,99,5.57
419,Pandamatenga,BW,2021-12-10 16:25:50,-18.5278,25.627,85.33,36,86,4.0
420,Zalesovo,RU,2021-12-10 16:25:50,53.9939,84.7431,7.16,97,99,5.21
421,Pilar,BR,2021-12-10 16:25:51,-9.5972,-35.9567,87.73,47,87,15.3
422,Vardo,NO,2021-12-10 16:25:51,70.3705,31.1107,23.2,86,75,21.85
423,Aksarka,RU,2021-12-10 16:25:51,66.5606,67.7975,9.77,95,100,11.21
424,Khani,GE,2021-12-10 16:25:52,41.9563,42.9566,40.57,70,22,6.29
425,Port Hedland,AU,2021-12-10 16:25:52,-20.3167,118.5667,86.05,70,79,6.91
426,Saint-Paul,RE,2021-12-10 16:25:15,-21.0096,55.2707,78.91,79,100,2.19
427,Cockburn Town,TC,2021-12-10 16:25:52,21.4612,-71.1419,79.66,73,0,20.36
428,Purgstall,AT,2021-12-10 16:25:53,48.0584,15.1348,35.15,92,35,3.33
429,Buchanan,LR,2021-12-10 16:25:53,5.8808,-10.0467,89.56,76,62,9.51
430,Pietarsaari,FI,2021-12-10 16:25:53,63.65,22.6833,23.9,85,100,5.01
431,Mirnyy,RU,2021-12-10 16:25:54,62.5353,113.9611,-3.5,94,100,7.0
432,Lewisporte,CA,2021-12-10 16:25:54,49.2499,-55.0482,25.18,77,82,10.04
433,Chifeng,CN,2021-12-10 16:25:54,42.2683,118.9636,29.3,41,82,4.09
434,Timra,SE,2021-12-10 16:25:55,62.487,17.3257,34.68,100,90,3.44
435,Caravelas,BR,2021-12-10 16:25:55,-17.7125,-39.2481,77.5,82,98,5.08
436,Dongsheng,CN,2021-12-10 16:25:55,39.8161,109.9776,28.87,59,53,8.84
437,Shemursha,RU,2021-12-10 16:25:56,54.8866,47.5189,13.15,85,6,11.14
438,Cairns,AU,2021-12-10 16:25:15,-16.9167,145.7667,75.15,91,40,2.3
439,Kinshasa,CD,2021-12-10 16:23:09,-4.3246,15.3215,88.18,55,20,3.44
440,Bouar,CF,2021-12-10 16:25:56,5.934,15.596,84.76,22,10,5.95
441,Fergus Falls,US,2021-12-10 16:25:56,46.283,-96.0776,26.06,86,1,4.61
442,Cape Coast,GH,2021-12-10 16:25:57,5.1053,-1.2466,83.48,71,99,10.87
443,Pandharpur,IN,2021-12-10 16:25:57,17.6667,75.3333,77.81,59,99,9.08
444,Mangrol,IN,2021-12-10 16:25:58,21.1167,70.1167,76.44,55,0,7.58
445,Estelle,US,2021-12-10 16:25:58,29.8458,-90.1067,81.0,79,75,17.27
446,Sibolga,ID,2021-12-10 16:25:58,1.7427,98.7792,76.3,89,100,1.63
447,Ryotsu,JP,2021-12-10 16:25:59,38.0833,138.4333,50.77,79,42,6.51
448,Kenai,US,2021-12-10 16:25:59,60.5544,-151.2583,26.65,93,90,4.61
449,Makurdi,NG,2021-12-10 16:25:59,7.7411,8.5121,97.5,13,57,6.98
450,Normandin,CA,2021-12-10 16:26:00,48.8333,-72.5321,8.91,78,100,3.44
451,Tigil,RU,2021-12-10 16:26:00,57.8,158.6667,21.56,97,100,2.95
452,Pachino,IT,2021-12-10 16:26:00,36.7186,15.0907,55.44,73,100,30.91
453,Maua,BR,2021-12-10 16:26:01,-23.6678,-46.4614,78.6,52,6,7.81
454,Antalaha,MG,2021-12-10 16:26:01,-14.9003,50.2788,75.56,76,80,6.26
455,Maragogi,BR,2021-12-10 16:26:01,-9.0122,-35.2225,85.19,62,100,12.66
456,Bom Jardim,BR,2021-12-10 16:26:02,-7.7958,-35.5872,91.74,38,100,13.58
457,Maldonado,UY,2021-12-10 16:23:16,-34.6667,-54.9167,76.39,38,57,10.76
458,Saint-Augustin,CA,2021-12-10 16:27:02,51.226,-58.6502,18.16,44,0,14.54
459,Grand Gaube,MU,2021-12-10 16:27:02,-20.0064,57.6608,79.2,69,100,3.0
460,Marzuq,YE,2021-12-10 16:27:03,14.4,46.4667,60.98,30,0,4.7
461,Jiuquan,CN,2021-12-10 16:27:03,39.7432,98.5174,25.34,37,95,3.27
462,Dunedin,NZ,2021-12-10 16:27:03,-45.8742,170.5036,54.81,91,100,5.01
463,Sao Paulo De Olivenca,BR,2021-12-10 16:27:04,-3.3783,-68.8725,75.72,99,100,1.45
464,Matay,EG,2021-12-10 16:27:04,28.419,30.7792,67.33,34,97,4.81
465,Bighapur,IN,2021-12-10 16:27:04,26.35,80.6833,59.05,44,0,5.1
466,Altay,CN,2021-12-10 16:27:05,47.8667,88.1167,2.71,66,4,6.22
467,Brae,GB,2021-12-10 16:27:06,60.3964,-1.353,39.11,85,100,11.43
468,Fairview,US,2021-12-10 16:22:34,40.8126,-73.999,50.25,59,90,6.91
469,Vila Franca Do Campo,PT,2021-12-10 16:26:39,37.7167,-25.4333,67.19,71,87,6.67
470,Ghatanji,IN,2021-12-10 16:22:15,20.1333,78.3167,72.39,48,0,2.35
471,Ixtapa,MX,2021-12-10 16:27:07,20.7,-105.2,70.83,60,75,6.91
472,Juli,PE,2021-12-10 16:27:07,-16.2167,-69.45,50.43,63,96,9.4
473,Tangi,PK,2021-12-10 16:27:08,34.3006,71.6536,53.6,15,0,3.27
474,Keningau,MY,2021-12-10 16:27:08,5.3378,116.1602,75.65,99,99,1.36
475,Gabrovo,BG,2021-12-10 16:27:09,42.8747,25.3342,41.29,95,100,2.39
476,Namie,JP,2021-12-10 16:27:09,37.4833,141.0,35.78,79,63,4.07
477,Kampong Thum,KH,2021-12-10 16:27:10,12.7111,104.8887,71.1,68,42,6.29
478,Bowen,AU,2021-12-10 16:27:10,-20.0167,148.2333,71.82,76,3,4.85
479,Dzaoudzi,YT,2021-12-10 16:27:10,-12.7887,45.2699,75.09,94,75,5.75
480,Kubachi,RU,2021-12-10 16:27:11,42.086,47.6034,30.72,87,92,4.36
481,Anadyr,RU,2021-12-10 16:27:11,64.75,177.4833,-14.3,76,75,6.71
482,Mwense,ZM,2021-12-10 16:27:11,-10.3845,28.698,79.77,55,58,7.02
483,Loei,TH,2021-12-10 16:27:12,17.4167,101.5,64.44,84,4,2.17
484,Mandera,KE,2021-12-10 16:27:12,3.9366,41.867,88.0,22,30,8.93
485,Luanda,AO,2021-12-10 16:24:25,-8.8368,13.2343,82.4,78,20,13.8
486,Manokwari,ID,2021-12-10 16:27:12,-0.8667,134.0833,79.41,82,98,5.17
487,Ahuimanu,US,2021-12-10 16:27:13,21.4447,-157.8378,74.91,78,75,9.22
488,Mahibadhoo,MV,2021-12-10 16:27:13,3.7833,72.9667,81.05,77,93,13.44
489,Sangar,RU,2021-12-10 16:27:13,63.9242,127.4739,-8.99,91,100,11.32
490,Isla Vista,US,2021-12-10 16:27:14,34.4133,-119.861,54.68,69,1,0.0
491,Huarmey,PE,2021-12-10 16:27:14,-10.0681,-78.1522,70.66,79,100,8.03
492,Filadelfia,US,2021-12-10 16:26:06,39.9523,-75.1638,48.45,65,90,5.01
493,Nouakchott,MR,2021-12-10 16:27:14,18.0858,-15.9785,87.73,24,86,11.21
494,Christchurch,NZ,2021-12-10 16:27:15,-43.5333,172.6333,61.03,93,90,3.44
495,Kalevala,RU,2021-12-10 16:27:15,65.2,31.1667,8.04,93,99,5.03
496,Diffa,NE,2021-12-10 16:27:15,13.3154,12.6113,82.42,10,42,11.14
497,Svencionys,LT,2021-12-10 16:27:16,55.15,26.1667,34.36,97,100,14.85
498,Urumqi,CN,2021-12-10 16:27:16,43.801,87.6005,13.15,92,75,4.47
499,Cumbitara,CO,2021-12-10 16:27:16,1.6517,-77.5823,70.92,80,84,4.34
500,Manacapuru,BR,2021-12-10 16:27:17,-3.2997,-60.6206,86.58,57,69,2.84
501,Tilichiki,RU,2021-12-10 16:27:17,60.4667,166.1,-16.6,89,55,9.8
502,Yuma,US,2021-12-10 16:26:39,32.7253,-114.6244,55.56,61,20,0.0
503,Buala,SB,2021-12-10 16:27:17,-8.145,159.5921,80.2,86,100,7.81
504,Teluknaga,ID,2021-12-10 16:27:18,-6.0989,106.6381,85.62,94,90,11.5
505,Mala Vyska,UA,2021-12-10 16:28:18,48.6431,31.6366,46.33,76,100,19.39
506,Te Anau,NZ,2021-12-10 16:28:18,-45.4167,167.7167,49.06,87,100,2.01
507,Gat,IL,2021-12-10 16:25:03,31.61,34.7642,68.77,39,88,1.74
508,Omsukchan,RU,2021-12-10 16:28:19,62.5333,155.8,-26.75,75,1,2.55
509,Portland,US,2021-12-10 16:24:08,45.5234,-122.6762,43.21,92,90,1.01
510,Panjab,AF,2021-12-10 16:28:19,34.388,67.0233,31.78,24,0,2.51
511,Esik,KZ,2021-12-10 16:28:19,43.3552,77.4525,18.82,26,0,9.75
512,Durusu,TR,2021-12-10 16:28:20,41.3053,28.6767,67.14,81,100,11.01
513,Mercedes,AR,2021-12-10 16:28:20,-34.6515,-59.4307,81.52,37,95,4.7
514,Graham,US,2021-12-10 16:28:21,47.0529,-122.2943,40.59,89,90,1.01
515,Bosaso,SO,2021-12-10 16:28:21,11.2842,49.1816,76.33,74,20,12.39
516,Sumbe,AO,2021-12-10 16:28:21,-11.2061,13.8437,80.35,79,12,8.88
517,Chalmette,US,2021-12-10 16:28:21,29.9427,-89.9634,81.0,78,90,5.99
518,Abu Ghosh,IL,2021-12-10 16:28:22,31.8059,35.1093,62.01,50,90,4.0
519,Alamos,MX,2021-12-10 16:28:22,27.0167,-108.9333,68.04,56,91,2.91
520,Narsaq,GL,2021-12-10 16:28:22,60.9167,-46.05,34.02,59,100,13.42
521,Diu,IN,2021-12-10 16:28:23,20.7141,70.9822,75.38,59,0,5.68
522,Atar,MR,2021-12-10 16:28:23,20.5169,-13.0499,84.33,8,56,11.86
523,Inzer,RU,2021-12-10 16:28:23,54.2167,57.5556,19.6,93,100,1.54
524,Scarborough,GB,2021-12-10 16:28:24,54.2797,-0.4044,42.37,82,86,1.01
525,Mount Vernon,US,2021-12-10 16:24:52,40.9126,-73.8371,50.77,61,90,1.99
526,Bilma,NE,2021-12-10 16:28:24,18.6853,12.9164,75.34,7,100,11.3
527,Praia,CV,2021-12-10 16:28:24,14.9215,-23.5087,77.54,61,75,20.71
528,Vysokogornyy,RU,2021-12-10 16:28:25,50.1167,139.15,22.5,86,100,0.98
529,Orlik,RU,2021-12-10 16:28:25,52.5178,99.825,-2.92,88,100,6.71
530,Santa Lucia,ES,2021-12-10 16:28:25,27.9117,-15.5407,64.76,68,20,17.27
531,Cuacnopalan,MX,2021-12-10 16:28:26,18.8167,-97.5,64.26,38,70,3.2
532,Coahuayana,MX,2021-12-10 16:28:26,18.7333,-103.6833,87.28,46,58,1.39
533,Port Moresby,PG,2021-12-10 16:28:26,-9.4431,147.1797,76.21,90,84,4.56
534,Zonguldak,TR,2021-12-10 16:28:27,41.25,31.8333,49.24,60,35,6.67
535,Bagdarin,RU,2021-12-10 16:28:27,54.4333,113.6,-3.03,87,100,3.83
536,Niquelandia,BR,2021-12-10 16:28:27,-14.4739,-48.4597,82.98,65,91,4.07
537,Tuatapere,NZ,2021-12-10 16:28:28,-46.1333,167.6833,46.62,92,100,2.86
538,Alyth,GB,2021-12-10 16:28:28,56.6221,-3.2301,38.41,86,13,4.47
539,Tessalit,ML,2021-12-10 16:28:28,20.1986,1.0114,78.93,6,100,13.78
540,Saint George,US,2021-12-10 16:28:21,37.1041,-113.5841,43.27,53,1,8.01
541,Muros,ES,2021-12-10 16:28:29,42.7762,-9.0603,59.09,74,82,8.34
542,Awbari,LY,2021-12-10 16:28:29,26.5921,12.7805,58.17,37,12,5.21
543,Ossora,RU,2021-12-10 16:28:29,59.2353,163.0719,3.67,88,100,7.45
544,Ketchikan,US,2021-12-10 16:28:30,55.3422,-131.6461,39.67,93,90,18.41
545,Cap Malheureux,MU,2021-12-10 16:28:30,-19.9842,57.6142,79.29,69,100,3.0
546,Rognan,NO,2021-12-10 16:28:30,67.0953,15.3878,32.88,84,100,8.88
547,Plettenberg Bay,ZA,2021-12-10 16:28:31,-34.0527,23.3716,71.58,81,81,3.58
548,Shahapur,IN,2021-12-10 16:28:31,19.45,73.3333,81.88,56,2,2.1
549,Tingi,TZ,2021-12-10 16:28:31,-11.3,35.0333,72.39,51,57,2.17
550,Batman,TR,2021-12-10 16:28:32,37.8874,41.1322,42.6,93,75,2.3
551,Opuwo,NA,2021-12-10 16:28:32,-18.0607,13.84,77.22,54,48,15.55
552,Morris,US,2021-12-10 16:29:32,40.8334,-74.5329,46.13,68,90,1.99
553,Vanimo,PG,2021-12-10 16:29:33,-2.6741,141.3028,79.52,89,100,6.93
554,Presidencia Roque Saenz Pena,AR,2021-12-10 16:28:10,-26.7852,-60.4388,91.2,29,84,3.87
555,Warrnambool,AU,2021-12-10 16:29:33,-38.3833,142.4833,55.81,67,100,12.82
556,Ilebo,CD,2021-12-10 16:29:33,-4.3167,20.5833,77.77,88,100,0.94
557,Mareeba,AU,2021-12-10 16:29:34,-17.0,145.4333,70.52,94,64,1.61
558,Ndago,TZ,2021-12-10 16:29:34,-4.6,34.35,76.69,40,94,6.44
559,Sao Jose De Ribamar,BR,2021-12-10 16:29:34,-2.5619,-44.0542,91.78,75,90,15.86
560,Honningsvag,NO,2021-12-10 16:29:35,70.9821,25.9704,29.95,69,0,24.16
561,Tabuk,PH,2021-12-10 16:29:35,17.4189,121.4443,68.45,87,82,3.67
562,Aykhal,RU,2021-12-10 16:29:35,66.0,111.5,-12.03,98,100,6.76
563,Manoel Urbano,BR,2021-12-10 16:29:36,-8.8389,-69.2597,83.08,76,100,2.39
564,Sungaipenuh,ID,2021-12-10 16:29:36,-2.0833,101.3833,64.67,97,100,2.57
565,Puerto Madryn,AR,2021-12-10 16:29:36,-42.7692,-65.0385,79.65,30,0,21.94
566,Tshikapa,CD,2021-12-10 16:29:37,-6.4167,20.8,73.96,96,93,4.9
567,Bac Lieu,VN,2021-12-10 16:29:37,9.285,105.7244,76.32,80,14,7.78
568,Hakkari,TR,2021-12-10 16:29:37,37.5833,44.1667,32.94,77,1,1.07
569,Miri,MY,2021-12-10 16:29:38,4.4148,114.0089,77.14,100,40,1.14
570,Djambala,CG,2021-12-10 16:29:38,-2.5447,14.7533,76.17,77,100,1.1
571,Manzhouli,CN,2021-12-10 16:29:38,49.6,117.4333,6.28,77,44,11.12
572,Egvekinot,RU,2021-12-10 16:29:39,66.3167,-179.1667,-19.37,81,20,7.2
573,Acapulco,MX,2021-12-10 16:27:05,16.8634,-99.8901,85.82,66,40,4.61
574,Kholodnyy,RU,2021-12-10 16:29:39,62.7167,147.95,-46.68,99,62,0.04
575,La Ronge,CA,2021-12-10 16:29:39,55.1001,-105.2842,16.05,79,75,9.22
