City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
109,Englewood,US,2021-12-10 16:14:05,39.6478,-104.9878,34.23,89,90,1.99
110,Ancud,CL,2021-12-10 16:17:03,-41.8697,-73.8203,71.42,68,41,7.58
111,Okhotsk,RU,2021-12-10 16:17:04,59.3833,143.3,-11.22,85,1,10.25
112,Kishapu,TZ,2021-12-10 16:17:04,-3.6167,33.8667,78.31,47,78,7.47
113,Aklavik,CA,2021-12-10 16:17:04,68.2191,-135.0107,2.23,84,90,0.0
114,Mahebourg,MU,2021-12-10 16:16:02,-20.4081,57.7,79.09,69,40,6.91
115,Kavieng,PG,2021-12-10 16:17:05,-2.5744,150.7967,82.42,81,100,12.15
116,Mananjary,MG,2021-12-10 16:17:05,-21.2167,48.3333,79.03,76,100,8.93
117,Saskylakh,RU,2021-12-10 16:17:06,71.9167,114.0833,-12.48,97,100,8.66
118,Pelaya,CO,2021-12-10 16:17:06,8.6882,-73.6645,91.2,47,87,3.0
119,Bredasdorp,ZA,2021-12-10 16:17:06,-34.5322,20.0403,69.28,67,78,8.66
120,Port Alfred,ZA,2021-12-10 16:17:06,-33.5906,26.891,75.54,82,42,20.15
121,Mar Del Plata,AR,2021-12-10 16:17:07,-38.0023,-57.5575,73.42,89,75,15.99
122,Pevek,RU,2021-12-10 16:17:07,69.7008,170.3133,-29.9,98,99,3.51
123,Sistranda,NO,2021-12-10 16:17:07,63.7256,8.834,33.91,64,3,6.85
124,Severo-Kurilsk,RU,2021-12-10 16:17:08,50.6789,156.125,32.95,83,12,2.48
125,Castro,BR,2021-12-10 16:17:08,-24.7911,-50.0119,76.73,38,0,7.27
126,Maningrida,AU,2021-12-10 16:17:09,-12.0667,134.2667,75.96,88,100,6.44
127,Nefteyugansk,RU,2021-12-10 16:17:09,61.0998,72.6035,19.65,91,100,17.69
128,Sinnamary,GF,2021-12-10 16:17:11,5.3833,-52.95,78.48,90,100,9.28
129,Chuy,UY,2021-12-10 16:17:11,-33.6971,-53.4616,73.17,52,23,11.68
130,Esperance,AU,2021-12-10 16:17:11,-33.8667,121.9,63.28,88,1,13.2
131,Salalah,OM,2021-12-10 16:17:12,17.0151,54.0924,78.89,69,0,3.44
132,Puri,IN,2021-12-10 16:17:12,19.8,85.85,75.72,74,0,8.08
133,Ponta Do Sol,PT,2021-12-10 16:17:12,32.6667,-17.1,70.0,64,11,7.18
134,Broome,US,2021-12-10 16:17:13,42.2506,-75.833,41.02,72,90,1.01
135,Sugag,RO,2021-12-10 16:17:13,45.7667,23.6333,35.15,88,89,2.71
136,Gilgit,PK,2021-12-10 16:17:13,35.9221,74.3087,32.61,31,0,1.99
137,Caluquembe,AO,2021-12-10 16:17:14,-13.7833,14.6833,69.4,78,59,3.29
138,Kidal,ML,2021-12-10 16:17:39,18.4411,1.4078,81.25,5,99,12.26
139,Harper,LR,2021-12-10 16:18:14,4.375,-7.7169,84.72,65,36,10.42
140,Palmer,US,2021-12-10 16:18:14,42.1584,-72.3287,37.49,65,90,0.0
141,Beloha,MG,2021-12-10 16:18:15,-25.1667,45.05,79.36,68,95,10.2
142,Haukipudas,FI,2021-12-10 16:18:15,65.1765,25.3523,18.14,90,100,12.3
143,Guarapari,BR,2021-12-10 16:18:16,-20.6667,-40.4975,80.49,75,25,6.67
144,Envira,BR,2021-12-10 16:18:16,-7.3,-70.2167,79.2,86,100,1.54
145,Mehamn,NO,2021-12-10 16:18:16,71.0357,27.8492,30.38,74,0,23.02
146,Limpapa,PH,2021-12-10 16:18:17,7.1197,121.9106,77.45,86,96,4.52
147,Shimoda,JP,2021-12-10 16:18:18,34.6667,138.95,53.96,71,91,2.8
148,Rocha,UY,2021-12-10 16:18:18,-34.4833,-54.3333,77.67,42,40,13.06
149,Hobart,AU,2021-12-10 16:17:53,-42.8794,147.3294,51.03,87,75,3.0
150,Lazaro Cardenas,MX,2021-12-10 16:18:20,17.9583,-102.2,82.24,68,92,2.17
151,Hovd,MN,2021-12-10 16:18:20,48.0056,91.6419,8.38,66,0,0.31
152,State College,US,2021-12-10 16:15:05,40.7934,-77.86,44.51,60,75,3.0
153,Panambi,BR,2021-12-10 16:18:21,-28.2925,-53.5017,90.23,27,1,7.14
154,Detmarovice,CZ,2021-12-10 16:18:21,49.8941,18.4608,31.77,92,75,5.73
155,Liverpool,GB,2021-12-10 16:15:17,53.4106,-2.9779,44.67,83,75,5.01
156,Shizuishan,CN,2021-12-10 16:18:21,39.2333,106.7694,32.16,52,81,11.41
157,Carballo,ES,2021-12-10 16:18:22,43.213,-8.691,58.01,86,98,5.19
158,Esil,KZ,2021-12-10 16:18:22,51.9556,66.4042,18.84,73,100,12.06
159,Wamba,NG,2021-12-10 16:18:23,8.9333,8.6,93.33,14,73,8.59
160,Sorong,ID,2021-12-10 16:18:24,-0.8833,131.25,81.18,82,100,5.12
161,Sarkand,KZ,2021-12-10 16:18:24,45.41,79.9186,23.07,54,0,6.89
162,Georgetown,MY,2021-12-10 16:14:29,5.4112,100.3354,80.89,88,20,0.0
163,Ampanihy,MG,2021-12-10 16:17:27,-24.7,44.75,80.2,51,72,5.93
164,Hasaki,JP,2021-12-10 16:18:24,35.7333,140.8333,36.0,68,24,9.53
165,Poum,NC,2021-12-10 16:18:25,-20.2333,164.0167,81.82,76,100,9.26
166,Megion,RU,2021-12-10 16:18:25,61.0296,76.1136,21.22,77,100,15.05
167,Lavrentiya,RU,2021-12-10 16:18:25,65.5833,-171.0,-8.66,81,92,11.14
168,Cottonwood,US,2021-12-10 16:18:26,34.7392,-112.0099,49.32,78,8,4.0
169,Berlevag,NO,2021-12-10 16:18:26,70.8578,29.0864,24.75,74,0,20.71
170,Padang,ID,2021-12-10 16:18:26,-0.9492,100.3543,78.85,89,99,2.89
171,Guaraniacu,BR,2021-12-10 16:17:38,-25.1008,-52.8781,85.5,26,0,4.12
172,Shache,CN,2021-12-10 16:18:27,38.4167,77.2406,29.64,44,0,3.71
173,Lagoa,PT,2021-12-10 16:18:27,39.05,-27.9833,63.54,71,10,10.8
174,Faanui,PF,2021-12-10 16:18:28,-16.4833,-151.75,80.83,68,89,16.11
175,Khatanga,RU,2021-12-10 16:18:28,71.9667,102.5,-32.33,100,100,4.18
176,Zhezkazgan,KZ,2021-12-10 16:18:28,47.8043,67.7144,22.15,63,100,15.61
177,Ajdabiya,LY,2021-12-10 16:18:29,30.7554,20.2263,62.04,58,15,9.24
178,Vokhma,RU,2021-12-10 16:18:29,58.9303,46.7586,-5.03,100,34,3.18
179,Port Hardy,CA,2021-12-10 16:18:29,50.6996,-127.4199,44.76,93,90,11.5
180,Sangre Grande,TT,2021-12-10 16:18:30,10.5835,-61.1177,89.56,79,91,10.02
181,Itoman,JP,2021-12-10 16:18:30,26.1247,127.6694,68.02,76,20,5.75
182,Am Timan,TD,2021-12-10 16:18:30,11.0297,20.2827,86.95,15,6,4.9
183,Ahipara,NZ,2021-12-10 16:19:31,-35.1667,173.1667,62.85,97,66,4.72
184,Ilulissat,GL,2021-12-10 16:19:31,69.2167,-51.1,17.62,41,40,3.44
185,Omboue,GA,2021-12-10 16:19:32,-1.5746,9.2618,82.11,78,76,6.71
186,Dikson,RU,2021-12-10 16:19:32,73.5069,80.5464,-23.66,89,91,4.94
187,Surovikino,RU,2021-12-10 16:19:32,48.6078,42.8486,35.17,85,14,6.91
188,Uvat,RU,2021-12-10 16:19:33,59.1433,68.8953,21.45,94,100,10.85
189,Jawhar,SO,2021-12-10 16:19:33,2.7809,45.5005,78.04,58,89,17.63
190,Khartoum,SD,2021-12-10 16:15:34,15.5518,32.5324,87.03,31,0,11.39
191,Kirkland Lake,CA,2021-12-10 16:15:17,48.1446,-80.0377,30.65,90,99,9.42
192,Lorengau,PG,2021-12-10 16:19:34,-2.0226,147.2712,83.39,83,35,17.29
193,College,US,2021-12-10 16:19:34,64.8569,-147.8028,15.75,84,90,5.75
194,Alice Springs,AU,2021-12-10 16:18:41,-23.7,133.8833,65.75,30,3,5.75
195,Cherskiy,RU,2021-12-10 16:19:35,68.75,161.3,-42.88,97,100,4.54
196,Hammerfest,NO,2021-12-10 16:19:35,70.6634,23.6821,31.73,64,0,5.75
197,Gazli,UZ,2021-12-10 16:19:35,40.1333,63.45,48.61,28,0,10.49
198,Khipro,PK,2021-12-10 16:19:35,25.8285,69.3772,68.27,19,93,9.93
199,Hwange,ZW,2021-12-10 16:19:36,-18.3693,26.5019,87.58,30,90,3.22
200,Narayanpet,IN,2021-12-10 16:19:36,16.7333,77.5,76.73,63,98,7.02
201,Yerbogachen,RU,2021-12-10 16:19:36,61.2767,108.0108,-1.55,96,100,7.14
202,Katsuura,JP,2021-12-10 16:19:37,35.1333,140.3,44.71,77,7,7.56
203,Ulladulla,AU,2021-12-10 16:19:37,-35.35,150.4667,58.08,73,97,19.69
204,Pangody,RU,2021-12-10 16:19:37,65.85,74.4859,13.86,94,100,17.9
205,Sobolevo,RU,2021-12-10 16:19:38,54.4299,31.8996,32.72,95,100,17.05
206,Kijang,KR,2021-12-10 16:17:27,35.2442,129.2139,46.13,75,28,3.91
207,Panguna,PG,2021-12-10 16:19:38,-6.3164,155.4848,70.02,96,100,0.81
208,Longyearbyen,SJ,2021-12-10 16:19:38,78.2186,15.6401,26.44,80,75,0.0
209,Airai,TL,2021-12-10 16:19:39,-8.9266,125.4092,61.95,91,99,0.58
210,Namatanai,PG,2021-12-10 16:19:39,-3.6667,152.4333,79.57,84,100,4.61
211,Taoudenni,ML,2021-12-10 16:19:40,22.6783,-3.9836,75.07,15,100,16.24
212,Talnakh,RU,2021-12-10 16:19:40,69.4865,88.3972,-29.42,99,81,7.27
213,Zdvinsk,RU,2021-12-10 16:19:40,54.7021,78.661,8.96,85,38,8.97
214,Ribeira Grande,PT,2021-12-10 16:19:41,38.5167,-28.7,63.0,94,40,11.5
215,Carnarvon,AU,2021-12-10 16:17:24,-24.8667,113.6333,71.67,78,0,21.85
216,Bokoro,TD,2021-12-10 16:19:41,12.3807,17.0568,89.78,14,4,8.03
217,Sativasur,CO,2021-12-10 16:19:41,6.0936,-72.7122,69.49,49,79,2.42
218,Prince Rupert,CA,2021-12-10 16:15:08,54.3161,-130.3201,39.29,93,90,18.41
219,Minab,IR,2021-12-10 16:19:42,27.1467,57.0801,65.7,55,1,4.72
220,Barrow,US,2021-12-10 16:19:42,71.2906,-156.7887,1.42,85,90,3.44
221,Nioro,GM,2021-12-10 16:19:42,13.35,-15.75,99.23,10,98,6.22
222,Kitimat,CA,2021-12-10 16:19:43,54.0524,-128.6534,34.18,32,100,5.41
223,Beringovskiy,RU,2021-12-10 16:19:43,63.05,179.3167,-13.9,95,92,8.16
224,Codrington,AU,2021-12-10 16:19:43,-38.2667,141.9667,56.28,62,99,12.41
225,Nishihara,JP,2021-12-10 16:19:44,26.1842,127.7558,67.28,78,20,0.0
226,Bonthe,SL,2021-12-10 16:19:44,7.5264,-12.505,83.66,70,73,7.54
227,Baykit,RU,2021-12-10 16:19:44,61.67,96.37,-20.09,100,48,3.04
228,Isangel,VU,2021-12-10 16:19:45,-19.55,169.2667,79.16,85,68,7.4
229,Mwene-Ditu,CD,2021-12-10 16:19:45,-7.0,23.45,71.4,88,97,4.43
230,Abu Samrah,SY,2021-12-10 16:20:45,35.3029,37.1841,56.37,57,57,9.69
231,Owando,CG,2021-12-10 16:20:46,-0.4819,15.8999,81.39,70,99,3.47
232,Quang Ngai,VN,2021-12-10 16:20:46,15.1167,108.8,70.0,83,77,5.7
233,Santa Vitoria,BR,2021-12-10 16:20:46,-18.8386,-50.1214,88.99,30,66,4.41
234,Sulphur Springs,US,2021-12-10 16:17:06,33.1385,-95.6011,75.15,78,90,13.8
235,Grindavik,IS,2021-12-10 16:20:47,63.8424,-22.4338,32.47,86,0,5.75
236,Katherine,AU,2021-12-10 16:20:47,-14.4667,132.2667,80.92,69,100,5.75
237,Ternate,ID,2021-12-10 16:20:47,0.8,127.4,81.61,82,49,7.58
238,Erenhot,CN,2021-12-10 16:20:48,43.6475,111.9767,23.34,63,45,14.92
239,Mackay,AU,2021-12-10 16:20:48,-21.15,149.2,74.05,81,1,5.53
240,Barcelona,ES,2021-12-10 16:17:27,41.3888,2.159,60.85,53,20,5.99
241,Radcha,UA,2021-12-10 16:20:49,48.8502,24.655,33.64,93,90,0.0
242,Varzea Da Palma,BR,2021-12-10 16:20:49,-17.5981,-44.7308,87.46,46,17,2.86
243,Jalu,LY,2021-12-10 16:20:49,29.0331,21.5482,60.31,25,1,8.32
244,Goulburn,AU,2021-12-10 16:20:50,-34.75,149.7167,50.16,84,92,8.55
245,Zabol,AF,2021-12-10 16:20:50,32.25,67.25,41.5,20,42,7.76
246,Kaitangata,NZ,2021-12-10 16:20:50,-46.2817,169.8464,50.0,88,100,3.98
247,Bosanska Gradiska,BA,2021-12-10 16:20:51,45.1411,17.25,37.65,91,57,3.94
248,Ukiah,US,2021-12-10 16:20:51,39.1502,-123.2078,44.02,91,1,0.0
249,Quatre Cocos,MU,2021-12-10 16:20:51,-20.2078,57.7625,78.91,69,95,11.65
250,Mumford,GH,2021-12-10 16:20:52,5.2618,-0.759,83.37,70,92,11.07
251,Seoul,KR,2021-12-10 16:20:52,37.5683,126.9778,40.51,93,40,2.3
252,Amapa,BR,2021-12-10 16:20:52,1.0,-52.0,81.21,89,99,4.03
253,Rio Grande,BR,2021-12-10 16:20:53,-32.035,-52.0986,77.11,59,36,12.1
254,The Valley,AI,2021-12-10 16:20:53,18.217,-63.0578,85.86,69,40,16.11
255,Ostrovnoy,RU,2021-12-10 16:20:53,68.0531,39.5131,18.25,80,86,19.98
256,Hambantota,LK,2021-12-10 16:20:54,6.1241,81.1185,79.56,80,100,16.02
257,Sulam,IL,2021-12-10 16:20:54,32.6061,35.3341,66.81,47,66,10.36
258,Labuhan,ID,2021-12-10 16:20:54,-6.8844,112.2051,79.27,85,100,8.46
259,Ambilobe,MG,2021-12-10 16:20:55,-13.2,49.05,80.38,65,100,1.1
260,Akdepe,TM,2021-12-10 16:20:55,42.0551,59.3788,48.29,82,91,10.83
261,Bambous Virieux,MU,2021-12-10 16:20:55,-20.3428,57.7575,79.05,69,40,6.91
262,Kununurra,AU,2021-12-10 16:20:56,-15.7667,128.7333,80.58,78,96,4.61
263,Naze,JP,2021-12-10 16:18:54,28.3667,129.4833,63.14,64,20,7.47
264,Sao Jose Da Coroa Grande,BR,2021-12-10 16:20:56,-8.8978,-35.1478,84.74,63,100,12.03
265,Vung Tau,VN,2021-12-10 16:20:56,10.346,107.0843,77.47,77,89,7.09
266,Santa Marta,CO,2021-12-10 16:16:53,11.2408,-74.199,86.05,70,20,5.75
267,Fortuna,US,2021-12-10 16:20:57,40.5982,-124.1573,37.36,50,1,8.05
268,Clifton,US,2021-12-10 16:18:31,40.8584,-74.1638,49.84,63,90,1.99
269,Tiznit,MA,2021-12-10 16:20:57,29.5833,-9.5,67.91,22,0,9.06
270,Chernyshevskiy,RU,2021-12-10 16:20:59,63.0128,112.4714,-7.33,98,100,4.5
271,Sulangan,PH,2021-12-10 16:21:01,11.1373,123.7228,80.92,84,100,18.41
272,Saint-Philippe,RE,2021-12-10 16:21:01,-21.3585,55.7679,78.39,74,90,12.03
273,Baruun-Urt,MN,2021-12-10 16:21:02,46.6806,113.2792,14.16,91,100,11.21
274,Korcula,HR,2021-12-10 16:22:02,42.9622,17.1369,45.16,62,79,10.13
275,Konevo,RU,2021-12-10 16:22:02,62.1215,39.3192,-2.15,99,56,4.29
276,Derzhavinsk,KZ,2021-12-10 16:22:03,51.1,66.3167,17.06,77,100,10.22
277,Kantunilkin,MX,2021-12-10 16:22:03,21.0917,-87.45,85.95,57,32,7.87
278,Barcelos,PT,2021-12-10 16:22:03,41.5388,-8.6151,58.68,77,79,8.08
279,Stuhr,DE,2021-12-10 16:22:04,53.0333,8.75,39.18,80,75,8.05
280,Shingu,JP,2021-12-10 16:22:04,33.7333,135.9833,49.28,83,0,6.2
281,Atambua,ID,2021-12-10 16:22:04,-9.1061,124.8925,75.69,85,100,2.82
282,Mandalgovi,MN,2021-12-10 16:22:04,45.7625,106.2708,11.12,55,21,9.95
283,Cabo San Lucas,MX,2021-12-10 16:18:46,22.8909,-109.9124,77.5,64,75,1.99
284,Saint-Pierre,RE,2021-12-10 16:22:05,-21.3393,55.4781,78.48,72,0,23.02
285,Alyangula,AU,2021-12-10 16:22:05,-13.8483,136.4192,84.09,70,100,5.39
286,Perth,AU,2021-12-10 16:19:49,-31.9333,115.8333,68.13,77,75,8.05
287,Marfino,RU,2021-12-10 16:22:06,55.7028,37.3822,9.95,82,0,8.95
288,Vostok,RU,2021-12-10 16:22:06,46.4856,135.8833,27.45,96,100,3.22
289,Cayenne,GF,2021-12-10 16:22:06,4.9333,-52.3333,82.44,91,90,4.0
290,Kamenka,RU,2021-12-10 16:22:07,51.3223,42.7678,30.74,86,85,8.3
291,Broken Hill,AU,2021-12-10 16:22:07,-31.95,141.4333,62.87,25,17,6.15
292,Irbil,IQ,2021-12-10 16:22:08,36.1926,44.0106,48.02,71,0,4.61
293,Fort Nelson,CA,2021-12-10 16:22:08,58.8053,-122.7002,-6.21,84,75,5.75
294,Hay River,CA,2021-12-10 16:22:09,60.8156,-115.7999,-11.22,84,75,2.3
295,Okato,NZ,2021-12-10 16:22:09,-39.2,173.8833,61.68,91,98,7.67
